Mod:Item:MetaData, Localized Name
draconicevolution:reactor_part:0, Reactor Stabilizer Frame
draconicevolution:reactor_part:1, Reactor Stabilizer Inner Rotor
draconicevolution:reactor_part:2, Reactor Stabilizer Outer Rotor
draconicevolution:reactor_part:3, Reactor Stabilizer Rotor Assembly
draconicevolution:reactor_part:4, Reactor Stabilizer Focus Ring
draconicevolution:reactor_component:0, Reactor Stabilizer
draconicevolution:reactor_component:1, Reactor Energy Injector
draconicevolution:draconic_spawner, Stabilized Mob Spawner
draconicevolution:draconium_chest, Draconium Chest
draconicevolution:chaos_crystal, Chaos Crystal
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, Creative RF Source
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, Draconium Dust
draconicevolution:draconium_ingot, Draconium Ingot
draconicevolution:draconic_ingot, Awakened Draconium Ingot
draconicevolution:draconic_core, Draconic Core
draconicevolution:wyvern_core, Wyvern Core
draconicevolution:awakened_core, Awakened Core
draconicevolution:chaotic_core, Chaotic Core
draconicevolution:wyvern_energy_core, Wyvern Energy Core
draconicevolution:draconic_energy_core, Draconic Energy Core
draconicevolution:dragon_heart, Dragon Heart
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, Draconium Nugget
draconicevolution:nugget:1, Awakened Draconium Nugget
draconicevolution:chaos_shard:0, Chaos Shard
draconicevolution:chaos_shard:1, Large Chaos Fragment
draconicevolution:chaos_shard:2, Small Chaos Fragment
draconicevolution:chaos_shard:3, Tiny Chaos Fragment
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:2, Creative Flux Capacitor
draconicevolution:wyvern_axe, Axe of the Wyvern
draconicevolution:wyvern_bow, Bow of the Wyvern
draconicevolution:wyvern_pick, Pickaxe of the Wyvern
draconicevolution:wyvern_shovel, Shovel of the Wyvern
draconicevolution:wyvern_sword, Sword of the Wyvern
draconicevolution:draconic_axe, Draconic Axe
draconicevolution:draconic_bow, Draconic Bow
draconicevolution:draconic_hoe, Draconic Hoe
draconicevolution:draconic_pick, Draconic Pickaxe
draconicevolution:draconic_shovel, Draconic Shovel
draconicevolution:draconic_staff_of_power, Draconic Staff of Power
draconicevolution:draconic_sword, Draconic Sword
draconicevolution:tool_upgrade:0, Upgrade Key (RF Capacity)
draconicevolution:tool_upgrade:1, Upgrade Key (Dig Speed)
draconicevolution:tool_upgrade:2, Upgrade Key (Dig AOE)
draconicevolution:tool_upgrade:3, Upgrade Key (Attack Damage)
draconicevolution:tool_upgrade:4, Upgrade Key (Attack AOE)
draconicevolution:tool_upgrade:5, Upgrade Key (Arrow Damage)
draconicevolution:tool_upgrade:6, Upgrade Key (Draw Speed)
draconicevolution:tool_upgrade:7, Upgrade Key (Arrow Speed)
draconicevolution:tool_upgrade:8, Upgrade Key (Shield Capacity)
draconicevolution:tool_upgrade:9, Upgrade Key (Shield Recovery)
draconicevolution:tool_upgrade:10, Upgrade Key (Movement Speed)
draconicevolution:tool_upgrade:11, Upgrade Key (Jump Boost)
draconicevolution:dislocator, Dislocator
draconicevolution:dislocator_advanced, Advanced Dislocator
draconicevolution:dislocator_bound:1, Bound Dislocator (Point to Point)
draconicevolution:dislocator_bound:2, Bound Dislocator (Player)
draconicevolution:magnet:0, Item Dislocator
draconicevolution:magnet:1, Awakened Item Dislocator
draconicevolution:crystal_binder, Crystal Binder
draconicevolution:wyvern_helm, Wyvern Helm
draconicevolution:wyvern_chest, Wyvern Chestplate
draconicevolution:wyvern_legs, Wyvern Leggings
draconicevolution:wyvern_boots, Wyvern Boots
draconicevolution:draconic_helm, Draconic Helm
draconicevolution:draconic_chest, Draconic Chestplate
draconicevolution:draconic_legs, Draconic Leggings
draconicevolution:draconic_boots, Draconic Boots
draconicevolution:info_tablet, Draconic Evolution Information Tablet
draconicevolution:mob_soul, Soul
draconicevolution:creative_exchanger, Creative Block Exchanger
draconicevolution:ender_energy_manipulator, Ender Energy Manipulator
hbm:redstone_sword, Redstone Sword
hbm:big_sword, Great Sword
hbm:dosimeter, Dosimeter
hbm:geiger_counter, Handheld Geiger Counter
hbm:digamma_diagnostic, Digamma Diagnostic
hbm:lung_diagnostic, Lung Diagnostic
hbm:screwdriver, Screwdriver
hbm:screwdriver_desh, Desh Screwdriver
hbm:hand_drill, Hand Drill
hbm:hand_drill_desh, Desh Hand Drill
hbm:reacher, Tungsten Reacher
hbm:bismuth_tool, Magnetic Extractor
hbm:wiring_red_copper, Cable Drum
hbm:survey_scanner, Survey Scanner
hbm:oil_detector, Oil Reservoir Detector
hbm:mirror_tool, Mirror Adjustment Tool
hbm:rbmk_tool, RBMK Console Linking Device
hbm:coltass, Coltass
hbm:linker, Telelinker
hbm:reactor_sensor, Reactor Remote Sensor
hbm:syringe_empty, Empty Syringe
hbm:syringe_awesome, AWESOME
hbm:syringe_antidote, Antidote
hbm:syringe_poison, Poisonous Injection
hbm:syringe_metal_empty, Metal Syringe
hbm:syringe_metal_medx, Med-X
hbm:syringe_metal_psycho, Psycho
hbm:syringe_metal_stimpak, Stimpak
hbm:syringe_metal_super, Super Stimpak
hbm:syringe_taint, Watery Taint Injection
hbm:syringe_mkunicorn, MKUNICORN
hbm:med_bag, Doctor's Bag
hbm:iv_xp_empty, Empty Experience Bag
hbm:iv_xp, Experience Bag
hbm:iv_empty, IV Bag
hbm:iv_blood, Blood Bag
hbm:radaway, RadAway Bag
hbm:radaway_strong, Strong RadAway Bag
hbm:radaway_flush, Elite RadAway Bag
hbm:radx, Rad-X
hbm:siox, SiOX Cancer Medication
hbm:pill_herbal, Herbal Paste
hbm:xanax, NAXA Anti-Digamma Medication
hbm:fmn, Flunitrazepam Tablet
hbm:five_htp, Enteramine Pills
hbm:pill_iodine, Iodine Pill
hbm:plan_c, Plan C
hbm:stealth_boy, Stealth Device
hbm:jetpack_tank, Jetpack Reserve Fuel Tank
hbm:gun_kit_1, Gun Oil
hbm:gun_kit_2, Gun Repair Kit
hbm:euphemium_kit, Euphemium Kit
hbm:cbt_device, CBT Device
hbm:gas_mask_filter_rag, Makeshift Gas Mask Filter
hbm:gas_mask_filter_piss, Advanced Makeshift Gas Mask Filter
hbm:gas_mask_filter_mono, Catalytic Mask Filter
hbm:gas_mask_filter, Gas Mask Filter
hbm:gas_mask_filter_combo, Gas Mask Combo Filter
hbm:gas_mask_filter_radon, Gas Mask Omega Filter
hbm:attachment_mask, Gas Mask Attachable
hbm:attachment_mask_mono, Carbon Monoxide Mask Attachable
hbm:back_tesla, Back-Mounted Tesla Coil
hbm:pads_rubber, Rubber Pads
hbm:pads_slime, Slime Pads
hbm:pads_static, Static Pads
hbm:cladding_paint, Lead Paint
hbm:cladding_rubber, Rubber Cladding
hbm:cladding_lead, Lead Cladding
hbm:cladding_desh, Desh Cladding
hbm:cladding_paa, PaA Alloy Cladding
hbm:cladding_ghiorsium, Ghiorsium Cladding
hbm:cladding_euphemium, Euphemium Cladding
hbm:cladding_di, Dineutronium Cladding
hbm:cladding_electronium, Electronium Cladding
hbm:cladding_iron, Iron Cladding
hbm:cladding_obsidian, Obsidian Skin
hbm:insert_kevlar, Kevlar Insert
hbm:insert_sapi, SAPI Insert
hbm:insert_esapi, ESAPI Insert
hbm:insert_xsapi, XSAPI Insert
hbm:insert_steel, Heavy Steel Insert
hbm:insert_du, DU Insert
hbm:insert_ferrouranium, Ferrouranium Insert
hbm:insert_polonium, Polonium Insert
hbm:insert_ghiorsium, Ghiorsium Insert
hbm:insert_era, Explosive Reactive Armor Insert
hbm:insert_di, Dineutronium Insert
hbm:insert_yharonite, Yharonite Insert
hbm:insert_doxium, Astolfium-Doped Doxium Insert
hbm:armor_polish, ShiningArmor™ Armor Polish
hbm:bandaid, Velvet Band-Aid
hbm:serum, Serum
hbm:quartz_plutonium, Plutonic Quartz
hbm:morning_glory, Morning Glory
hbm:lodestone, Lodestone
hbm:horseshoe_magnet, Horseshoe Magnet
hbm:industrial_magnet, Industrial Magnet
hbm:bathwater, Toxic Soapy Water
hbm:bathwater_mk2, Toxic Soapy Water (Horse Scented)
hbm:bathwater_mk3, Finest Chernobyl Bath Water (Meltdown Scented)
hbm:spider_milk, Bottle of Spider Milk
hbm:ink, 林— Ink
hbm:heart_piece, Heart Piece
hbm:heart_container, Heart Container
hbm:heart_booster, Heart Booster
hbm:heart_fab, Fab Heart
hbm:black_diamond, Black Diamond
hbm:wd40, VT-40
hbm:scrumpy, Bottle of Scrumpy
hbm:wild_p, Wild Pegasus Dry Whiskey
hbm:fabsols_vodka, Fabsol's Vodka
hbm:shackles, Shackles
hbm:injector_5htp, 5-HTP Autoinjector
hbm:injector_knife, 8 Inch Blade Autoinjector
hbm:decontamination_module, Decontamination Module
hbm:medal_liquidator, Liquidator Medal
hbm:medal_ghoul, Certified Ghoul
hbm:servo_set, Servo Set
hbm:servo_set_desh, Desh Servo Set
hbm:armor_battery, Power Armor Battery Pack Mk1
hbm:armor_battery_mk2, Power Armor Battery Pack Mk2
hbm:armor_battery_mk3, Power Armor Battery Pack Mk3
hbm:armor_battery_mk4, Power Armor Battery Pack Mk4
hbm:pocket_ptsd, Pocket Radar
hbm:v1, V1
hbm:protection_charm, Charm of Protection
hbm:meteor_charm, Meteor Charm
hbm:night_goggles, Night Vision Goggles
hbm:neutrino_lens, Neutrino Lens
hbm:stamp_stone_flat, Flat Stamp (Stone)
hbm:stamp_stone_plate, Plate Stamp (Stone)
hbm:stamp_stone_wire, Wire Stamp (Stone)
hbm:stamp_stone_circuit, Circuit Stamp (Stone)
hbm:stamp_iron_flat, Flat Stamp (Iron)
hbm:stamp_iron_plate, Plate Stamp (Iron)
hbm:stamp_iron_wire, Wire Stamp (Iron)
hbm:stamp_iron_circuit, Circuit Stamp (Iron)
hbm:stamp_steel_flat, Flat Stamp (Steel)
hbm:stamp_steel_plate, Plate Stamp (Steel)
hbm:stamp_steel_wire, Wire Stamp (Steel)
hbm:stamp_steel_circuit, Circuit Stamp (Steel)
hbm:stamp_titanium_flat, Flat Stamp (Titanium)
hbm:stamp_titanium_plate, Plate Stamp (Titanium)
hbm:stamp_titanium_wire, Wire Stamp (Titanium)
hbm:stamp_titanium_circuit, Circuit Stamp (Titanium)
hbm:stamp_obsidian_flat, Flat Stamp (Obsidian)
hbm:stamp_obsidian_plate, Plate Stamp (Obsidian)
hbm:stamp_obsidian_wire, Wire Stamp (Obsidian)
hbm:stamp_obsidian_circuit, Circuit Stamp (Obsidian)
hbm:stamp_advanced_flat, Flat Stamp (Advanced Alloy)
hbm:stamp_advanced_plate, Plate Stamp (Advanced Alloy)
hbm:stamp_advanced_wire, Wire Stamp (Advanced Alloy)
hbm:stamp_advanced_circuit, Circuit Stamp (Advanced Alloy)
hbm:stamp_schrabidium_flat, Flat Stamp (Schrabidium)
hbm:stamp_schrabidium_plate, Plate Stamp (Schrabidium)
hbm:stamp_schrabidium_wire, Wire Stamp (Schrabidium)
hbm:stamp_schrabidium_circuit, Circuit Stamp (Schrabidium)
hbm:stamp_desh_flat, Flat Stamp (Desh)
hbm:stamp_desh_plate, Plate Stamp (Desh)
hbm:stamp_desh_wire, Wire Stamp (Desh)
hbm:stamp_desh_circuit, Circuit Stamp (Desh)
hbm:stamp_desh_357, .357 Magnum Stamp (Desh)
hbm:stamp_desh_44, .44 Magnum Stamp (Desh)
hbm:stamp_desh_9, Small Caliber Stamp (Desh)
hbm:stamp_desh_50, Large Caliber Stamp (Desh)
hbm:stamp_357, .357 Magnum Stamp
hbm:stamp_44, .44 Magnum Stamp
hbm:stamp_9, Small Caliber Stamp
hbm:stamp_50, Large Caliber Stamp
hbm:blades_aluminum, Aluminum Shredder Blades
hbm:blades_gold, Golden Shredder Blades
hbm:blades_iron, Iron Shredder Blades
hbm:blades_steel, Steel Shredder Blades
hbm:blades_titanium, Titanium Shredder Blades
hbm:blades_advanced_alloy, Advanced Shredder Blades
hbm:blades_combine_steel, CMB Shredder Blades
hbm:blades_schrabidium, Schrabidium Shredder Blades
hbm:blades_desh, Desh Shredder Blades
hbm:fuse, Fuse
hbm:redcoil_capacitor, Redcoil Capacitor
hbm:euphemium_capacitor, Euphemium Capacitor
hbm:titanium_filter, Titanium Filter
hbm:arc_electrode, Graphite Electrode
hbm:arc_electrode_burnt, Molten Electrode
hbm:arc_electrode_desh, Desh Electrode
hbm:overfuse, Singularity Screwdriver
hbm:piston_selenium, Radial Engine Piston
hbm:thermo_element, Thermoelectric Element
hbm:antiknock, Tetraethyllead Antiknock Agent
hbm:part_lithium, Box of Lithium Dust
hbm:part_beryllium, Box of Beryllium Dust
hbm:part_carbon, Box of Carbon Dust
hbm:part_copper, Box of Copper Dust
hbm:part_plutonium, Box of Plutonium Dust
hbm:fusion_shield_tungsten, Tungsten Fusion Reactor Blanket
hbm:fusion_shield_desh, Desh Fusion Reactor Blanket
hbm:fusion_shield_chlorophyte, Chlorophyte-Metallized Fusion Reactor Blanket
hbm:fusion_shield_vaporwave, Vaporwave Fusion Reactor Blanket
hbm:battery_sc_uranium, Self-Charging Uranium-238 Battery
hbm:battery_sc_technetium, Self-Charging Technetium-99 Battery
hbm:battery_sc_plutonium, Self-Charging Plutonium-238 Battery
hbm:battery_sc_polonium, Self-Charging Polonium-210 Battery
hbm:battery_sc_gold, Self-Charging Gold-198 Battery
hbm:battery_sc_lead, Self-Charging Lead-209 Battery
hbm:battery_sc_americium, Self-Charging Americium-241 Battery
hbm:battery_sc_balefire, Self-Charging Balefire-XXX Battery
hbm:battery_sc_schrabidium, Self-Charging Schrabidium-326 Battery
hbm:battery_sc_yharonite, Self-Charging Yharonite-REDACTED Battery
hbm:battery_sc_electronium, Self-Charging Electronium Battery
hbm:battery_creative, Infinite Battery
hbm:battery_generic, Battery
hbm:battery_red_cell, Redstone Power Cell
hbm:battery_red_cell_6, Sixfold Redstone Power Cell
hbm:battery_red_cell_24, 24-Fold Redstone Power Cell
hbm:battery_advanced, Advanced Battery
hbm:battery_advanced_cell, Advanced Power Cell
hbm:battery_advanced_cell_4, Quadruple Advanced Power Cell
hbm:battery_advanced_cell_12, Twelvefold Advanced Power Cell
hbm:battery_lithium, Lithium-Ion Battery
hbm:battery_lithium_cell, Lithium-Ion Power Cell
hbm:battery_lithium_cell_3, Tripple Lithium-Ion Power Cell
hbm:battery_lithium_cell_6, Sixfold Lithium-Ion Power Cell
hbm:battery_schrabidium, Schrabidium Battery
hbm:battery_schrabidium_cell, Schrabidium Power Cell
hbm:battery_schrabidium_cell_2, Double Schrabidium Power Cell
hbm:battery_schrabidium_cell_4, Quadruple Schrabidium Power Cell
hbm:battery_trixite, Off-Brand Spark Battery
hbm:battery_spark, Spark Battery
hbm:battery_spark_cell_6, Spark Power Cell
hbm:battery_spark_cell_25, Spark Arcane Car Battery
hbm:battery_spark_cell_100, Spark Arcane Energy Storage Array
hbm:battery_spark_cell_1000, Spark Arcane Mass-Energy Void
hbm:battery_spark_cell_2500, Spark Arcane Dirac Sea
hbm:battery_spark_cell_10000, Spark Solid Space-Time Crystal
hbm:battery_spark_cell_power, Spark Ludicrous Physics-Defying Energy Storage Unit
hbm:battery_potato, Potato Battery
hbm:battery_potatos, PotatOS
hbm:battery_su, SU-Battery
hbm:battery_su_l, Large SU-Battery
hbm:battery_steam, Steam Powered Energy Storage Tank
hbm:battery_steam_large, Large Steam Powered Energy Storage Tank
hbm:factory_core_titanium, Basic Factory Energy Cluster
hbm:factory_core_advanced, Advanced Factory Energy Cluster
hbm:hev_battery, Suit Battery
hbm:fusion_core, Fusion Core
hbm:energy_core, Makeshift Energy Core
hbm:fusion_core_infinite, Infinite Fusion Core
hbm:laser_crystal_nano, Nanotube Laser Crystal
hbm:laser_crystal_pentacene, Pentacene Laser Crystal
hbm:laser_crystal_co2, CO2-Desh Laser Crystal
hbm:laser_crystal_bismuth, BiSmUTh Laser Crystal
hbm:laser_crystal_cmb, Xenon Laser Crystal
hbm:laser_crystal_dem, Demon Laser Crystal
hbm:laser_crystal_bale, Bale Laser Crystal
hbm:laser_crystal_digamma, Digamma Laser Crystal
hbm:upgrade_speed_1, Speed Upgrade Mk.I
hbm:upgrade_speed_2, Speed Upgrade Mk.II
hbm:upgrade_speed_3, Speed Upgrade Mk.III
hbm:upgrade_effect_1, Effectiveness Upgrade Mk.I
hbm:upgrade_effect_2, Effectiveness Upgrade Mk.II
hbm:upgrade_effect_3, Effectiveness Upgrade Mk.III
hbm:upgrade_power_1, Power Saving Upgrade Mk.I
hbm:upgrade_power_2, Power Saving Upgrade Mk.II
hbm:upgrade_power_3, Power Saving Upgrade Mk.III
hbm:upgrade_fortune_1, Fortune Upgrade Mk.I
hbm:upgrade_fortune_2, Fortune Upgrade Mk.II
hbm:upgrade_fortune_3, Fortune Upgrade Mk.III
hbm:upgrade_afterburn_1, Afterburner Upgrade Mk.I
hbm:upgrade_afterburn_2, Afterburner Upgrade Mk.II
hbm:upgrade_afterburn_3, Afterburner Upgrade Mk.III
hbm:upgrade_radius, Emitter Radius Upgrade
hbm:upgrade_health, Emitter Health Upgrade
hbm:upgrade_overdrive_1, Overdrive Machine Upgrade Mk.I
hbm:upgrade_overdrive_2, Overdrive Machine Upgrade Mk.II
hbm:upgrade_overdrive_3, Overdrive Machine Upgrade Mk.III
hbm:upgrade_smelter, Smelter Upgrade
hbm:upgrade_shredder, Shredder Upgrade
hbm:upgrade_centrifuge, Centrifuge Upgrade
hbm:upgrade_crystallizer, Crystallizer Upgrade
hbm:upgrade_nullifier, Scrap Destroyer Upgrade
hbm:upgrade_screm, Screaming Scientist Upgrade
hbm:upgrade_ejector_1, Ejection Speed Upgrade Mk.I
hbm:upgrade_ejector_2, Ejection Speed Upgrade Mk.II
hbm:upgrade_ejector_3, Ejection Speed Upgrade Mk.III
hbm:upgrade_stack_1, Stack Ejection Upgrade Mk.I
hbm:upgrade_stack_2, Stack Ejection Upgrade Mk.II
hbm:upgrade_stack_3, Stack Ejection Upgrade Mk.III
hbm:canister_fuel, Diesel Canister
hbm:canister_napalm, Napalm B
hbm:gas_empty, Empty Gas Tank
hbm:cell, item.cell.name
hbm:fluid_tank_full:0, Empty Universal Fluid Tank
hbm:fluid_tank_full:0, Universal Fluid Tank: Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Lava
hbm:fluid_tank_full:0, Universal Fluid Tank: Low-Pressure Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Dense Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Super Dense Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Ultra Dense Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Coolant
hbm:fluid_tank_full:0, Universal Fluid Tank: Hot Coolant
hbm:fluid_tank_full:0, Universal Fluid Tank: Heavy Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Deuterium
hbm:fluid_tank_full:0, Universal Fluid Tank: Tritium
hbm:fluid_tank_full:0, Universal Fluid Tank: Crude Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Hot Crude Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Cracked Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Hot Cracked Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Heavy Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Bitumen
hbm:fluid_tank_full:0, Universal Fluid Tank: Industrial Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Heating Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Reclaimed Industrial Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Petroil
hbm:fluid_tank_full:0, Universal Fluid Tank: Fracking Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Engine Lubricant
hbm:fluid_tank_full:0, Universal Fluid Tank: Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Diesel
hbm:fluid_tank_full:0, Universal Fluid Tank: Light Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Kerosene
